"Task Type","Task ID","Task Custom ID","Task Name","Status","Task Content","Assignee","Priority","Latest Comment","Comment Count","Assigned Comment Count","Due Date","Start Date","Date Created","Date Updated","Date Closed","Date Done","Created By","Space","Folder","List","Subtask ID's","Subtask URL's","tags","Lists","Sprints","Linked Tasks","Linked Docs","Time Logged","Time Logged Rolled Up","Time Estimate","Time Estimate Rolled Up","Time In Status","Points Estimate","Points Estimate Rolled Up","Allocation (drop down)","Browser (drop down)","Browser version (short text)","Capability (list relationship)","Capability (drop down)","Component (drop down)","Component (drop down)","Date (date)","Defect Type (drop down)","Due Date (date)","Environment (drop down)","External ticket ID (short text)","Hierarchy 1 (drop down)","OS (drop down)","Points (drop down)","Primary Feature (tasks)","Progress (manual progress)","Project (drop down)","Qualitative Priority (drop down)","RCA (text)","Related Components Impacted (short text)","Reporter (users)","START DATE (date)","Severity (drop down)","Story Type (drop down)","Target (drop down)","TestCase ID (text)","Type (drop down)","Type (drop down)","Type Of Test Performed (drop down)"
"Feature","86b6kuh0t","CHP-2963","QE:[MC1] Transaction API- Quote Tests","created"," 
Summary:
Create Backend automated tests for the Transaction API- Quote
 
Acceptance Criteria:
The Automated test cases should be as follows:
Maintain individual feature file for each API
Maintain payload as JSON files and each test should contain a call to payload, action and verification of the response
Make sure JSON schema validations are done 
Naming convention of features, utilities and tests should be maintained properly
Positive flows should be covered First
Common methods/feature files should be maintained properly. They can be easily called from other feature files
Test Data should be generated randomly based on the requirement
Think about cleaning up the data
Design Guidance: 

","[Harika Guntamukkala]","none","",0,0,"","","Tuesday, September 9th 2025, 3:29:08 pm +05:30","Wednesday, September 10th 2025, 10:01:16 am +05:30","","","Abhinay Sharma","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","","[Feature Backlog]","[]","","","","","","","6119 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b6kuh12","CHP-2964","QE:[MC1] Transaction API- QuoteItem Tests","created"," 
Summary:
Create Backend automated tests for the Transaction API- QuoteItem
 
Acceptance Criteria:
The Automated test cases should be as follows:
Maintain individual feature file for each API
Maintain payload as JSON files and each test should contain a call to payload, action and verification of the response
Make sure JSON schema validations are done 
Naming convention of features, utilities and tests should be maintained properly
Positive flows should be covered First
Common methods/feature files should be maintained properly. They can be easily called from other feature files
Test Data should be generated randomly based on the requirement
Think about cleaning up the data
Design Guidance: 

","[Harika Guntamukkala]","none","",0,0,"","","Tuesday, September 9th 2025, 3:29:15 pm +05:30","Wednesday, September 10th 2025, 10:01:26 am +05:30","","","Abhinay Sharma","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","","[Feature Backlog]","[]","","","","","","","6119 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b6kuh2j","CHP-2966","QE:[MC1] Transaction API- RFQ Tests","created"," 
Summary:
Create Backend automated tests for the Transaction API- RFQ
 
Acceptance Criteria:
The Automated test cases should be as follows:
Maintain individual feature file for each API
Maintain payload as JSON files and each test should contain a call to payload, action and verification of the response
Make sure JSON schema validations are done 
Naming convention of features, utilities and tests should be maintained properly
Positive flows should be covered First
Common methods/feature files should be maintained properly. They can be easily called from other feature files
Test Data should be generated randomly based on the requirement
Think about cleaning up the data
Design Guidance: 

","[Harika Guntamukkala]","none","",0,0,"","","Tuesday, September 9th 2025, 3:29:57 pm +05:30","Wednesday, September 10th 2025, 10:01:34 am +05:30","","","Abhinay Sharma","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","","[Feature Backlog]","[]","","","","","","","6119 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b6kuh2t","CHP-2967","QE:[MC1] Transaction API- Search Tests","created"," 
Summary:
Create Backend automated tests for the Transaction API- Search
 
Acceptance Criteria:
The Automated test cases should be as follows:
Maintain individual feature file for each API
Maintain payload as JSON files and each test should contain a call to payload, action and verification of the response
Make sure JSON schema validations are done 
Naming convention of features, utilities and tests should be maintained properly
Positive flows should be covered First
Common methods/feature files should be maintained properly. They can be easily called from other feature files
Test Data should be generated randomly based on the requirement
Think about cleaning up the data
Design Guidance: 

","[Harika Guntamukkala]","none","",0,0,"","","Tuesday, September 9th 2025, 3:30:03 pm +05:30","Wednesday, September 10th 2025, 10:01:44 am +05:30","","","Abhinay Sharma","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","","[Feature Backlog]","[]","","","","","","","6119 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b6kuh52","CHP-2968","QE:[MC1] Transaction API- SourcingPlan Tests","created"," 
Summary:
Create Backend automated tests for the Transaction API- Sourcing Plan
 
Acceptance Criteria:
The Automated test cases should be as follows:
Maintain individual feature file for each API
Maintain payload as JSON files and each test should contain a call to payload, action and verification of the response
Make sure JSON schema validations are done 
Naming convention of features, utilities and tests should be maintained properly
Positive flows should be covered First
Common methods/feature files should be maintained properly. They can be easily called from other feature files
Test Data should be generated randomly based on the requirement
Think about cleaning up the data
Design Guidance: 

","[Harika Guntamukkala]","none","",0,0,"","","Tuesday, September 9th 2025, 3:30:24 pm +05:30","Wednesday, September 10th 2025, 10:01:59 am +05:30","","","Abhinay Sharma","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","","[Feature Backlog]","[]","","","","","","","6119 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b6kuh5h","CHP-2969","QE:[MC1] Transaction API- Tag Tests","created"," 
Summary:
Create Backend automated tests for the Transaction API- Tag
 
Acceptance Criteria:
The Automated test cases should be as follows:
Maintain individual feature file for each API
Maintain payload as JSON files and each test should contain a call to payload, action and verification of the response
Make sure JSON schema validations are done 
Naming convention of features, utilities and tests should be maintained properly
Positive flows should be covered First
Common methods/feature files should be maintained properly. They can be easily called from other feature files
Test Data should be generated randomly based on the requirement
Think about cleaning up the data
Design Guidance: 

","[Harika Guntamukkala]","none","",0,0,"","","Tuesday, September 9th 2025, 3:30:28 pm +05:30","Wednesday, September 10th 2025, 10:02:08 am +05:30","","","Abhinay Sharma","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","","[Feature Backlog]","[]","","","","","","","6119 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b6kuh6d","CHP-2970","QE:[MC1] Transaction API- Timeline Tests","created"," 
Summary:
Create Backend automated tests for the Transaction API- Timeline
 
Acceptance Criteria:
The Automated test cases should be as follows:
Maintain individual feature file for each API
Maintain payload as JSON files and each test should contain a call to payload, action and verification of the response
Make sure JSON schema validations are done 
Naming convention of features, utilities and tests should be maintained properly
Positive flows should be covered First
Common methods/feature files should be maintained properly. They can be easily called from other feature files
Test Data should be generated randomly based on the requirement
Think about cleaning up the data
Design Guidance: 

","[Harika Guntamukkala]","none","",0,0,"","","Tuesday, September 9th 2025, 3:30:38 pm +05:30","Wednesday, September 10th 2025, 10:02:18 am +05:30","","","Abhinay Sharma","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","","[Feature Backlog]","[]","","","","","","","6119 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b6kuj69","CHP-2971","QE:[MC1] Part API- Part Tests","created"," 
Summary:
Create Backend automated tests for the Part API- Part
 
Acceptance Criteria:
The Automated test cases should be as follows:
Maintain individual feature file for each API
Maintain payload as JSON files and each test should contain a call to payload, action and verification of the response
Make sure JSON schema validations are done 
Naming convention of features, utilities and tests should be maintained properly
Positive flows should be covered First
Common methods/feature files should be maintained properly. They can be easily called from other feature files
Test Data should be generated randomly based on the requirement
Think about cleaning up the data
Design Guidance: 

","[Umamahesh]","none","",0,0,"","","Tuesday, September 9th 2025, 3:36:52 pm +05:30","Wednesday, September 10th 2025, 10:03:22 am +05:30","","","Abhinay Sharma","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","","[Feature Backlog]","[]","","","","","","","6119 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b6kuj8k","CHP-2972","QE:[MC1] Part API- Price Tests","created"," 
Summary:
Create Backend automated tests for the Part API- Price
 
Acceptance Criteria:
The Automated test cases should be as follows:
Maintain individual feature file for each API
Maintain payload as JSON files and each test should contain a call to payload, action and verification of the response
Make sure JSON schema validations are done 
Naming convention of features, utilities and tests should be maintained properly
Positive flows should be covered First
Common methods/feature files should be maintained properly. They can be easily called from other feature files
Test Data should be generated randomly based on the requirement
Think about cleaning up the data
Design Guidance: 

","[Umamahesh]","none","",0,0,"","","Tuesday, September 9th 2025, 3:37:17 pm +05:30","Wednesday, September 10th 2025, 10:03:29 am +05:30","","","Abhinay Sharma","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","","[Feature Backlog]","[]","","","","","","","6119 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b6kuj8r","CHP-2973","QE:[MC1] Part API- Product Category Tests","created"," 
Summary:
Create Backend automated tests for the Part API- Product Category
 
Acceptance Criteria:
The Automated test cases should be as follows:
Maintain individual feature file for each API
Maintain payload as JSON files and each test should contain a call to payload, action and verification of the response
Make sure JSON schema validations are done 
Naming convention of features, utilities and tests should be maintained properly
Positive flows should be covered First
Common methods/feature files should be maintained properly. They can be easily called from other feature files
Test Data should be generated randomly based on the requirement
Think about cleaning up the data
Design Guidance: 

","[Umamahesh]","none","",0,0,"","","Tuesday, September 9th 2025, 3:37:19 pm +05:30","Wednesday, September 10th 2025, 10:03:41 am +05:30","","","Abhinay Sharma","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","","[Feature Backlog]","[]","","","","","","","6119 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b6kuje9","CHP-2975","QE:[MC1] Account API- Region Tests","created"," 
Summary:
Create Backend automated tests for the Part API- Region
 
Acceptance Criteria:
The Automated test cases should be as follows:
Maintain individual feature file for each API
Maintain payload as JSON files and each test should contain a call to payload, action and verification of the response
Make sure JSON schema validations are done 
Naming convention of features, utilities and tests should be maintained properly
Positive flows should be covered First
Common methods/feature files should be maintained properly. They can be easily called from other feature files
Test Data should be generated randomly based on the requirement
Think about cleaning up the data
Design Guidance: 

","[Umamahesh]","none","",0,0,"","","Tuesday, September 9th 2025, 3:38:16 pm +05:30","Wednesday, September 10th 2025, 10:03:49 am +05:30","","","Abhinay Sharma","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","","[Feature Backlog]","[]","","","","","","","6119 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b6kujfx","CHP-2976","QE:[MC1] Account API- Users Tests","created"," 
Summary:
Create Backend automated tests for the Part API- Users
 
Acceptance Criteria:
The Automated test cases should be as follows:
Maintain individual feature file for each API
Maintain payload as JSON files and each test should contain a call to payload, action and verification of the response
Make sure JSON schema validations are done 
Naming convention of features, utilities and tests should be maintained properly
Positive flows should be covered First
Common methods/feature files should be maintained properly. They can be easily called from other feature files
Test Data should be generated randomly based on the requirement
Think about cleaning up the data
Design Guidance: 

","[Umamahesh]","none","",0,0,"","","Tuesday, September 9th 2025, 3:38:30 pm +05:30","Wednesday, September 10th 2025, 10:03:58 am +05:30","","","Abhinay Sharma","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","","[Feature Backlog]","[]","","","","","","","6119 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b6n0yxc","CHP-3018","System components - Improvements","created","Basis the feedback from Sai, we need to have the following improvements implemented for System components : 
Improvements :
In the details > Show data that is scraped from FusionWW - Dev complete
Upload images - Backend complete - UI pending   
Country of origin information - Backend complete - UI pending   
Bugs : 
Found and fixed all similar hardware attribute values (e.g. Nvidia vs NVIDIA) - Completed   please test it
Removed SE usage for hardware components - now only data, that was uploaded from excel/fusionw will be displayed in part details for hardware -    Please test it. 

","[Phani Yedidi]","none","",0,0,"","","Thursday, September 11th 2025, 12:15:18 pm +05:30","Thursday, September 18th 2025, 5:57:14 pm +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","","[Feature Backlog, Sprint 50 (5/12 - 5/25)]","[Sprint 50 (5/12 - 5/25)]","QE validations for System Components - Hardware components: https://app.clickup.com/t/86b6dxvun)
QE ticket for system component improvements and bugs: https://app.clickup.com/t/86b6pqf1d)","","","","","","6074 hours",,0,"","","","[86b5cdmz7]","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b6pp7p3","CHP-3037","QE:[MC1] Mc1 Core API- User Tests","created"," 
Summary:
Fix Backend automated tests for the Mc1 Core API
 
Acceptance Criteria:
The Automated test cases should be as follows:
Maintain individual feature file for each API
Maintain payload as JSON files and each test should contain a call to payload, action and verification of the response
Make sure JSON schema validations are done 
Naming convention of features, utilities and tests should be maintained properly
Positive flows should be covered First
Common methods/feature files should be maintained properly. They can be easily called from other feature files
Test Data should be generated randomly based on the requirement
Think about cleaning up the data
Design Guidance: 

","[Umamahesh]","none","",0,0,"","","Monday, September 15th 2025, 11:06:37 am +05:30","Monday, September 15th 2025, 11:07:28 am +05:30","","","Umamahesh","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","","[Feature Backlog]","[]","","","","","","","5979 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b6q9m9u","CHP-3054","Offers - Update offers - Duplicate & Edit","created","Edit Offer
As a Purchasing Agent
I want to edit offer details
So that I can correct errors or update information
Acceptance Criteria:
Trigger:
Click ""Edit Offer"" from actions menu
Opens edit form (inline or modal)
Edit Form:
Same layout as record form
All fields editable except: Offer ID, Created Date
Pre-filled with current values
Edit Rules by Status:
Received/Recorded/Recommended: Full edit access
Requested for Purchase: Cannot edit (locked)
Approved: Cannot edit (error message)
Rejected: Can edit
PO Created: Cannot edit
Save:
Validate required fields
Recalculate totals if pricing changed
Update ""Last Modified"" timestamp

 Duplicate Offer
As a Purchasing Agent
I want to duplicate an offer
So that I can create similar offers quickly
Acceptance Criteria:
Trigger:
Click ""Duplicate Offer"" from actions menu
Duplication:
Copy all fields except: 
Offer ID (generate new)
Status (set to ""Draft"")
Created Date (today)
Timeline (start fresh)
Copy attachments
Link to original: ""Duplicated from [Offer ID]""
Immediate Edit:
Open duplicated offer in edit mode
Allow changes before saving
Show badge: ""Duplicated from [ID]""
Save:
Creates new independent offer
Add to offers table
","[]","none","",0,0,"","","Tuesday, September 16th 2025, 11:42:35 am +05:30","Wednesday, November 5th 2025, 12:33:12 pm +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","5954 hours",,0,"","","","[86b6javnz]","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b6rbpvx","CHP-3086","Sourcing Request - Merging Multiple Sourcing Requests and handling exceeding requirement scenarios. ","created","As a Purchasing Agent
I want to handle scenarios where offer quantity doesn't match request quantity
So that I can manage insufficient quantities appropriately

Acceptance criterion : 
If there are offers already received, and user is trying to add another sales request (which increases total qty) - attention popup: ""Request quantity exceeds supplier offer, additional offer needed"" 
Show current offers vs new total requirement
Option to request additional offers

Design guidance : 
 

","[Phani Yedidi]","none","",0,0,"","","Thursday, September 18th 2025, 9:00:45 pm +05:30","Wednesday, November 5th 2025, 12:48:57 pm +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","5897 hours",,0,"","","","[86b6javnz]","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b78zyey","CHP-3388","Purchase order - Create Purchase Order from Multiple Approved Offers (Same Supplier)","created","As a Purchasing Manager
I want to create single PO from multiple offers
So that I consolidate orders

User selects multiple offers (checkboxes)
System validates: Must be same supplier
If different suppliers: Error message
Modal shows: 
All selected offers
Grand total
MANDATORY warehouse information collection during PO creation ← Dec 24 decision
On save: 
Creates ONE PO header
Creates multiple PO Lines (one per offer)
Auto-creates Stock Lines for each PO Line
Warehouse applies to all lines (inherited)


 

","[Phani Yedidi]","none","",0,0,"","","Wednesday, October 29th 2025, 11:54:35 am +05:30","Tuesday, December 30th 2025, 11:15:22 am +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","4922 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b78zyhm","CHP-3389","Purchase order - Add to Existing Purchase Order (Same Supplier)","created","Summary 
As a buying agent 
I want to add to existing PO and add additional lines as needed as long as supplier is the same
So that I can manage multi-part orders efficiently

Acceptance Criteria:
METHOD A: From Approved Offer
User clicks ""Purchase"" from offer
Choice modal: ""Create New PO"" or ""Add to Existing PO""
If ""Add to Existing"": 
Shows POs from same supplier only
Filters by status: Open, Awaiting Approval, Confirmed (excludes Closed/Canceled)
User selects PO
Validates: Supplier match (hard block if different)
If payment/shipping terms differ: Warning modal
Adds offer lines as new PO Lines (.04, .05, etc.)
Auto-creates Stock Lines for each new PO Line
Recalculates PO total
METHOD B: From PO Details (Manual Entry)
From PO details, click ""Add Line""
If PO closed/canceled: Button disabled
Modal: Part#, mfr, qty, price, delivery date
Warehouse: Inherited from PO (read-only)
Optional: Link to SO
Creates PO Line + auto-creates Stock Line
Recalculates total


","[Phani Yedidi]","none","",0,0,"","","Wednesday, October 29th 2025, 11:55:32 am +05:30","Tuesday, December 30th 2025, 11:17:00 am +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","4922 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b78zymc","CHP-3391","Purcahse order - PO line status","created","Summary 
As a Procurement Specialist
I want to update PO line status through the defined workflow
So that I can track progress from order to receipt

Status Flow until received: 
Awaiting Shipment → Shipped → Arrived → Tested → Received

Acceptance Criteria:
Given I have a PO line in any status
When I select ""Update Status"" from line actions menu
Then a modal appears showing: 
Current Status
Change to (dropdown with next available status)
Tracking Number (for Shipped status)
Quantity fields (Ordered, Shipped/Arrived based on transition)
And I can only progress to the next valid status in sequence
And I must provide required information for the transition
And when I submit, status updates and activity is logged
And aggregated parent PO status updates accordingly

","[Phani Yedidi]","none","",0,0,"","","Wednesday, October 29th 2025, 11:56:51 am +05:30","Tuesday, December 30th 2025, 11:18:31 am +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","4922 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b78zyna","CHP-3392","Purchase order - Auto Create stock line on PO creation ","created","I want to automatically create stock lines when PO is created
So that inventory tracking begins immediately

Acceptance Criteria:
When PO is saved: 
For each PO Line created: 
System auto-creates one Stock Line
Stock Line fields: 
Quantity = PO Line quantity
Part (MFG, MPN) = from PO Line
Warehouse = from PO destination warehouse
Status = ""Created""
PO Line reference
Allocation = inherited if sales-driven
Stock Line visible in: 
PO Line detail → Stock Lines section
Warehouse → Stock Lines list
User cannot manually delete this initial stock line
Stock line tracks: shipped_qty, arrived_qty (editable fields)
Default: 1 stock line per PO line (can split later during receiving)

","[Phani Yedidi]","none","",0,0,"","","Wednesday, October 29th 2025, 11:57:22 am +05:30","Tuesday, January 13th 2026, 8:54:26 am +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","4922 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b78zyqf","CHP-3393","Purchase order - View aggregated status at parent PO","created","Summary: 
As a buying agent
I want to see aggregated status across all lines at the parent PO level
So that I can quickly understand overall PO progress
Acceptance Criteria:
Given I am viewing a PO with multiple lines (e.g., 5 parts / 49,000 units)
When I look at the PO header/summary
Then I see status breakdown: 
Shipped: 3 parts
Received: 3 parts
Tested: 0 parts
Allocated: 0 parts
And visual indicators showing progress
And overall PO status 
And aggregated status updates automatically when line statuses change


","[Phani Yedidi]","none","",0,0,"","","Wednesday, October 29th 2025, 11:58:05 am +05:30","Tuesday, November 4th 2025, 11:17:15 am +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","4922 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b78zyrm","CHP-3394","Purchase order - Mandatory Warehouse Selection","created","As a Purchasing Agent
I want to specify destination warehouse when creating PO
So that receiving team knows where to store inventory
Acceptance Criteria:
PO creation form includes ""Destination Warehouse"" field
Field type: Dropdown (required)
Options: Active warehouses only
Validation: Cannot save PO without warehouse selection
Error message: ""Destination warehouse is required""
Warehouse cascades to: 
All PO Lines (inherit from PO)
All Stock Lines (auto-created with this warehouse)
Can change warehouse on PO Line level if different from PO default
Warehouse displayed on: 
PO header
PO Line cards
Stock Line records

","[Phani Yedidi]","none","",0,0,"","","Wednesday, October 29th 2025, 11:58:52 am +05:30","Tuesday, January 13th 2026, 8:55:37 am +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","4922 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b78zywu","CHP-3415","Purchase order - Update Arrival quantity on PO line ","created","As a Warehouse Team Member
I want to record arrived quantity when shipment reaches warehouse
So that we track what's physically on-site

Acceptance Criteria:
On PO Line detail, ""Shipping & Arrival"" section
Field: Arrived Qty (numeric input, editable)
Available when: 
PO Line has shipped_qty > 0
Not yet started receiving
Validation: 
arrived_qty ≤ shipped_qty
arrived_qty ≥ 0
Can be less than shipped (partial arrival)
On update: 
Store arrived_qty on PO Line
Activity log: ""Arrived quantity updated to {X}""
Status can be manually changed to ""Arrived""
Timestamp logged
Parent PO counters recalculate
Can update multiple times (shipments arriving in batches)
Editable even after receiving starts (corrections allowed)

","[Phani Yedidi]","none","",0,0,"","","Wednesday, October 29th 2025, 12:00:11 pm +05:30","Tuesday, January 13th 2026, 10:57:46 am +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","4922 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b78zyze","CHP-3395","Purchase order  - Start Receiving Process on PO Line","created","As a Warehouse Team Member
I want to start receiving process on PO Line
So that I can inspect shipment and split by lot/date codes

Acceptance Criteria:
On PO Line detail, click ""Start Receiving"" button
Button label: ""Start Receiving"" (renamed from ""Split by Date Code or Lot #"")
Available when: 
PO Line has arrived_qty > 0
Status = ""Arrived"" or ""Shipped""
Not yet started receiving (can only start once)
Click action → Opens ""Start Receiving"" modal
Modal displays: 
PO Line summary: 
Part: {MFG} {MPN}
Ordered Qty: {X}
Shipped Qty: {Y}
Arrived Qty: {Z}
Instruction: ""Physical inspection - Split by date code and lot number""
Create Stock Lines section:""+ Add Stock Line"" button
Running total: ""Created: 0 / Arrived: {Z}""
On ""Start Receiving"": 
PO Line status → ""Receiving Started""
Timestamp logged
Activity log: ""Receiving process started""
Modal stays open for creating stock lines

","[Phani Yedidi]","none","",0,0,"","","Wednesday, October 29th 2025, 12:00:35 pm +05:30","Tuesday, January 13th 2026, 10:58:29 am +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","4922 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b78zz3d","CHP-3396","Purchase order - Create additional Stock Lines During Receiving","created","As a Warehouse Team Member
I want to create stock lines for each unique lot/date code combination
So that each batch is tracked separately for traceability

Acceptance Criteria:
In ""Start Receiving"" modal, click ""+ Add Stock Line""
Stock Line creation form: 
Quantity (required, numeric)
Lot Code (required, text)
Date Code Year (DCY) (required, 2 digits)
Date Code Week (DCW) (required, 2 digits)
Country of Origin (COO) (required, dropdown)
Warehouse (defaults to PO Line warehouse, can change)
Packaging Type: Reel / Tray / Tube / Box (optional)
Condition: Good / Damaged / Mixed (required)
Notes (optional, text area)
Running total updates: ""Created: {sum} / Arrived: {arrived_qty}""
Validation: 
Each stock line must have unique combination of: Lot Code + Date Code + COO
Sum of all stock line quantities must equal arrived_qty
Cannot exceed arrived_qty
All required fields must be filled
Can add multiple stock lines (one per batch)
Can remove stock lines before submitting

","[Phani Yedidi]","none","",0,0,"","","Wednesday, October 29th 2025, 12:01:33 pm +05:30","Tuesday, January 13th 2026, 10:59:29 am +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","4922 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b78zz4q","CHP-3397","Purchase order - Complete Receiving and Create additional Stock Lines","created","As a Warehouse Team Member
I want to complete receiving process and create stock lines
So that inventory is ready for QC
Acceptance Criteria:
In ""Start Receiving"" modal, after creating all stock lines
Validation before submit: 
Sum of stock line quantities = arrived_qty
All required fields completed on each stock line
At least 1 stock line created
Click ""Complete Receiving"" button
On submit: 
Create all Stock Lines in database
Each Stock Line created with: 
Status = ""Received"" (ready for QC)
Quantity = as specified
Lot Code, Date Code, COO as specified
Warehouse location
Link to parent PO Line
Allocation inherited if sales-driven
Delete original auto-created stock line (the placeholder)
PO Line status → ""Receiving Complete""
Activity log on PO Line: ""{N} stock lines created during receiving""
Activity log on each Stock Line: ""Created during receiving process""
Timestamp logged
Parent PO status recalculates
Stock Lines now visible in: 
PO Line → Stock Lines section
Warehouse → Stock Lines list
QC queue (status = ""Received"" means ""Ready for QC"")

","[Phani Yedidi]","none","",0,0,"","","Wednesday, October 29th 2025, 12:02:41 pm +05:30","Tuesday, January 13th 2026, 11:00:48 am +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","4922 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b78zz5n","CHP-3398","Purchase order - Handling shortages and overages","created","
","[Phani Yedidi]","none","",0,0,"","","Wednesday, October 29th 2025, 12:03:14 pm +05:30","Tuesday, January 13th 2026, 11:01:11 am +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","4922 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b78zz6a","CHP-3399","Purchase order - QC - Stock line details & Assign QC Controller to Stock Line","created","
","[Phani Yedidi]","none","",0,0,"","","Wednesday, October 29th 2025, 12:03:51 pm +05:30","Tuesday, January 13th 2026, 11:01:57 am +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","4922 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b78zz73","CHP-3400","Purchase order - Handle QC Fail - Initiate Return (RMA)","created","
","[Phani Yedidi]","none","",0,0,"","","Wednesday, October 29th 2025, 12:04:21 pm +05:30","Wednesday, October 29th 2025, 12:04:22 pm +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","4922 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
